id, department, title, instructor, url, level, projects (no examples), image galleries, selected lecture notes, projects and examples, assignments (no solutions), selected video lectures, faculty introduction - video, class competition - video, assignments and solutions, exams and solutions, lecture notes, exams (no solutions), instructor insights, this course at mit, online textbooks, video lectures, demonstration - video, guest lecture - video, subtitles/transcript, images on flickr, special feature - video, field trip - video, tutorial - video, course publicity, recitation videos, audio lectures, selected audio lectures, guest lecture - audio, demonstration - audio, workshop video, special feature - audio, music - audio
6.892_32c, Electrical Engineering And Computer Science, Computational Models of Discourse, Prof. Regina Barzilay, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-892-computational-models-of-discourse-spring-2004, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.895_f6, Electrical Engineering And Computer Science, Essential Coding Theory, Prof. Madhu Sudan, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-895-essential-coding-theory-fall-2004, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.895_1cb, Electrical Engineering And Computer Science, Theory of Parallel Systems (SMA 5509), Dr. Bradley KuszmaulProf. Charles LeisersonProf. Hsu Wen JingProf. Michael Bender, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-895-theory-of-parallel-systems-sma-5509-fall-2003, Graduate, No, No, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.896_236, Electrical Engineering And Computer Science, Theory of Parallel Hardware (SMA 5511), Dr. Bradley KuszmaulProf. Charles LeisersonProf. Michael Bender, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-896-theory-of-parallel-hardware-sma-5511-spring-2004, Graduate, No, No, No, No, No, No, No, No, Yes, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.897_377, Electrical Engineering And Computer Science, Selected Topics in Cryptography, Prof. Ran Canetti, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-897-selected-topics-in-cryptography-spring-2004, Graduate, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.931_32, Electrical Engineering And Computer Science, Development of Inventions and Creative Ideas, Dr. Dedric CarterDr. Robert Rines, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-931-development-of-inventions-and-creative-ideas-spring-2008, Graduate, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.933J_362, Electrical Engineering And Computer Science, The Structure of Engineering Revolutions, Prof. David Mindell, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-933j-the-structure-of-engineering-revolutions-fall-2001, Graduate, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.938_27f, Engineering Systems Division, Engineering Risk-Benefit Analysis, Prof. George Apostolakis, http://ocw.mit.edu/courses/engineering-systems-division/esd-72-engineering-risk-benefit-analysis-spring-2007, Graduate, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.945_201, Electrical Engineering And Computer Science, Adventures in Advanced Symbolic Programming, Prof. Gerald Sussman, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-945-adventures-in-advanced-symbolic-programming-spring-2009, Graduate, Yes, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.971_204, Mechanical Engineering, Biomedical Devices Design Laboratory, Dr. Hongshen Ma, http://ocw.mit.edu/courses/mechanical-engineering/2-996-biomedical-devices-design-laboratory-fall-2007, Graduate, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.972_19e, Electrical Engineering And Computer Science, Algebraic Techniques and Semidefinite Optimization, Prof. Pablo Parrilo, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-972-algebraic-techniques-and-semidefinite-optimization-spring-2006, Graduate, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.973_2f, Electrical Engineering And Computer Science, Communication System Design, Prof. Vladimir Stojanovic, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-973-communication-system-design-spring-2006, Graduate, No, No, Yes, No, No, No, No, No, Yes, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.973_345, Electrical Engineering And Computer Science, Organic Optoelectronics, Prof. Vladimir Bulovic, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-973-organic-optoelectronics-spring-2003, Graduate, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.974_d7, Engineering Systems Division, Engineering Economics and Regulation of the Electric Power Sector (Spring 2010), Prof. Ignacio Perez-Arriaga, http://ocw.mit.edu/courses/engineering-systems-division/esd-934-engineering-economics-and-regulation-of-the-electric-power-sector-spring-2010, Graduate, No, No, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.974_3e1, Electrical Engineering And Computer Science, Fundamentals of Photonics: Quantum Electronics, Prof. Franz Kärtner, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-974-fundamentals-of-photonics-quantum-electronics-spring-2006, Graduate, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.976_309, Electrical Engineering And Computer Science, High Speed Communication Circuits and Systems, Prof. Michael Perrott, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-976-high-speed-communication-circuits-and-systems-spring-2003, Graduate, Yes, No, Yes, No, Yes, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.977_334, Electrical Engineering And Computer Science, Ultrafast Optics, Prof. Franz Kärtner, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-977-ultrafast-optics-spring-2005, Graduate, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.978J_28b, Engineering Systems Division, Communications and Information Policy, Dr. David D. ClarkDr. Frank Field Sharon E. GillettDr. William Lehr, http://ocw.mit.edu/courses/engineering-systems-division/esd-68j-communications-and-information-policy-spring-2006, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
6.982J_48, Chemistry, Teaching College-Level Science and Engineering (Spring 2009), Prof. Sanjoy Mahajan, http://ocw.mit.edu/courses/chemistry/5-95j-teaching-college-level-science-and-engineering-spring-2009, Graduate, No, No, No, No, Yes, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No
6.982J_252, Chemistry, Teaching College-Level Science and Engineering (Fall 2012), Dr. Janet Rankin, http://ocw.mit.edu/courses/chemistry/5-95j-teaching-college-level-science-and-engineering-fall-2012, Graduate, No, No, No, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
Supplemental_88, Res 6 008 Digital Signal Processing Spring 2011, Digital Signal Processing, Prof. Alan V. Oppenheim, http://ocw.mit.edu/resources/res-6-008-digital-signal-processing-spring-2011, Graduate, No, No, No, No, No, No, No, No, Yes, No, Yes, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.00_79, Engineering Systems Division, Introduction to Engineering Systems, Prof. Joseph SussmanDr. Afreen Siddiqi Regina Clewlow(Teaching Assistant), http://ocw.mit.edu/courses/engineering-systems-division/esd-00-introduction-to-engineering-systems-spring-2011, Undergraduate, No, No, No, Yes, No, No, No, No, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.013J_371, Electrical Engineering And Computer Science, Electromagnetics and Applications, Prof. David Staelin(Contributor)Prof. Erich Ippen(Contributor)Prof. Markus Zahn, http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-013-electromagnetics-and-applications-fall-2005, Undergraduate, No, No, No, No, No, No, No, No, Yes, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.03J_1f6, Aeronautics And Astronautics, System Safety (Fall 2012), Prof. Nancy LevesonDr. John P. Thomas, http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-63j-system-safety-fall-2012, Undergraduate, No, No, No, No, Yes, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.04J_8d, Engineering Systems Division, Frameworks and Models in Engineering Systems / Engineering System Design, Prof. Joseph Sussman, http://ocw.mit.edu/courses/engineering-systems-division/esd-04j-frameworks-and-models-in-engineering-systems-engineering-system-design-spring-2007, Undergraduate, No, No, Yes, No, Yes, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.051J_26a, Engineering Systems Division, Engineering Innovation and Design, Blade KotellyProf. Joel E Schindall, http://ocw.mit.edu/courses/engineering-systems-division/esd-051j-engineering-innovation-and-design-fall-2012, Undergraduate, Yes, No, No, No, Yes, Yes, Yes, No, No, No, No, No, Yes, Yes, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.053J_367, Biological Engineering, Chemicals in the Environment: Toxicology and Public Health (BE.104J), Prof. James SherleyDr. Laura GreenProf. Steven Tannenbaum, http://ocw.mit.edu/courses/biological-engineering/20-104j-chemicals-in-the-environment-toxicology-and-public-health-be-104j-spring-2005, Undergraduate, No, No, Yes, Yes, No, No, No, No, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.07J_385, Sloan School Of Management, Statistical Thinking and Data Analysis, Prof. Cynthia Rudin Allison Chang(Teaching Assistant) Dimitrios Bisias(Teaching Assistant), http://ocw.mit.edu/courses/sloan-school-of-management/15-075j-statistical-thinking-and-data-analysis-fall-2011, Undergraduate, No, No, No, No, No, No, No, No, Yes, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.565J_a8, Sloan School Of Management, Integrating eSystems & Global Information Systems, Prof. Stuart Madnick, http://ocw.mit.edu/courses/sloan-school-of-management/15-565j-integrating-esystems-global-information-systems-spring-2002, Undergraduate, Yes, No, Yes, No, Yes, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.62J_1de, Aeronautics And Astronautics, Introduction to Lean Six Sigma Methods, Prof. Earll MurmanDr. Hugh McManusProf. Annalisa WeigelDr. Bo Madsen, http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-660j-introduction-to-lean-six-sigma-methods-january-iap-2012, Undergraduate, No, No, No, No, No, No, No, No, No, No, Yes, No, No, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.018J_328, Civil And Environmental Engineering, Project Management (Spring 2009), Prof. Fred Moavenzadeh, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-040-project-management-spring-2009, Graduate, No, No, No, No, Yes, No, No, No, No, No, Yes, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.018J_2de, Civil And Environmental Engineering, Project Management (Spring 2004), Dr. Nathaniel Osgood, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-040-project-management-spring-2004, Graduate, Yes, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.10_a9, Engineering Systems Division, Introduction to Technology and Policy, Prof. Dan RossProf. Annalisa Weigel, http://ocw.mit.edu/courses/engineering-systems-division/esd-10-introduction-to-technology-and-policy-fall-2006, Graduate, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No
ESD.123J_22, Engineering Systems Division, Systems Perspectives on Industrial Ecology, Dr. Frank FieldDr. Jeremy GregoryProf. Randolph Kirchain, http://ocw.mit.edu/courses/engineering-systems-division/esd-123j-systems-perspectives-on-industrial-ecology-spring-2006, Graduate, No, No, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.128J_11b, Sloan School Of Management, Global Climate Change: Economics Science and Policy, Prof. Henry JacobyProf. Ronald G PrinnProf. Mort Webster Travis Franck(Teaching Assistant) Eunjee Lee(Teaching Assistant), http://ocw.mit.edu/courses/sloan-school-of-management/15-023j-global-climate-change-economics-science-and-policy-spring-2008, Graduate, No, No, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.129_278, Aeronautics And Astronautics, Space Policy Seminar, Prof. Daniel HastingsProf. Jeffrey Hoffman, http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-891j-space-policy-seminar-spring-2003, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.141_15f, Engineering Systems Division, Technology Policy Negotiations, Prof. Joel Cutcher-Gershenfeld, http://ocw.mit.edu/courses/engineering-systems-division/esd-141-technology-policy-negotiations-spring-2006, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.163J_0, Nuclear Engineering, Managing Nuclear Technology, Prof. Richard Lester, http://ocw.mit.edu/courses/nuclear-engineering/22-812j-managing-nuclear-technology-spring-2004, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.166J_23, Nuclear Engineering, Introduction to Sustainable Energy, Prof. Michael Golay Randall FieldProf. William Green Jr.Dr. John C. Wright, http://ocw.mit.edu/courses/nuclear-engineering/22-081j-introduction-to-sustainable-energy-fall-2010, Graduate, No, No, No, No, No, No, No, No, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.172J_35d, Engineering Systems Division, X PRIZE Workshop: Grand Challenges in Energy, Dr. Erika Wagner, http://ocw.mit.edu/courses/engineering-systems-division/esd-172j-x-prize-workshop-grand-challenges-in-energy-fall-2009, Graduate, No, No, Yes, Yes, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.192J_1c2, Urban Studies And Planning, Analyzing and Accounting for Regional Economic Growth, Prof. Karen R. Polenske, http://ocw.mit.edu/courses/urban-studies-and-planning/11-481j-analyzing-and-accounting-for-regional-economic-growth-spring-2009, Graduate, No, No, Yes, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.193J_22e, Urban Studies And Planning, Regional Socioeconomic Impact Analyses and Modeling (Fall 2008), Prof. Karen R. Polenske, http://ocw.mit.edu/courses/urban-studies-and-planning/11-482j-regional-socioeconomic-impact-analyses-and-modeling-fall-2008, Graduate, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.193J_4f, Urban Studies And Planning, Regional Socioeconomic Impact Analyses and Modeling (Fall 2007), Prof. Karen R. Polenske, http://ocw.mit.edu/courses/urban-studies-and-planning/11-482j-regional-socioeconomic-impact-analyses-and-modeling-fall-2007, Graduate, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.201J_fd, Civil And Environmental Engineering, Transportation Systems, Prof. Joseph Sussman, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-221j-transportation-systems-fall-2004, Graduate, No, No, No, No, Yes, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.204J_356, Civil And Environmental Engineering, Carrier Systems, Prof. Cynthia BarnhartProf. Nigel Wilson, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-224j-carrier-systems-fall-2003, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.205J_65, Civil And Environmental Engineering, Transportation Flow Systems, Prof. Ismail ChabiniProf. Amedeo R. Odoni, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-225j-transportation-flow-systems-fall-2002, Graduate, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.210J_149, Civil And Environmental Engineering, Transportation Systems Analysis: Demand and Economics, Michael Frumin(Teaching Assistant)Prof. Moshe Ben-Akiva, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-201j-transportation-systems-analysis-demand-and-economics-fall-2008, Graduate, No, No, Yes, No, Yes, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.210J_230, Civil And Environmental Engineering, Introduction to Transportation Systems, Prof. Joseph SussmanProf. Nigel Wilson, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-201j-introduction-to-transportation-systems-fall-2006, Graduate, No, No, Yes, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No
ESD.215J_1cb, Civil And Environmental Engineering, Airline Schedule Planning, Prof. Cynthia Barnhart, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-206j-airline-schedule-planning-spring-2003, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.216J_3dd, Civil And Environmental Engineering, Logistical and Transportation Planning Methods, Prof. Richard C. LarsonProf. Amedeo R. OdoniProf. Arnold Barnett, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-203j-logistical-and-transportation-planning-methods-fall-2006, Graduate, No, No, Yes, No, No, No, No, No, Yes, Yes, No, No, No, No, Yes, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No
ESD.221J_3de, Civil And Environmental Engineering, An Introduction to Intelligent Transportation Systems, Prof. Joseph Sussman, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-212j-an-introduction-to-intelligent-transportation-systems-spring-2005, Graduate, No, No, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.222J_1af, Civil And Environmental Engineering, Transportation Policy and Environmental Limits, Prof. Frederick SalvucciProf. Joseph Coughlin, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-253j-transportation-policy-and-environmental-limits-spring-2004, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.225J_49, Urban Studies And Planning, Urban Transportation Planning, Prof. Frederick Salvucci Justin Antos(Teaching Assistant) Mikel Murga, http://ocw.mit.edu/courses/urban-studies-and-planning/11-540j-urban-transportation-planning-fall-2006, Graduate, No, No, No, No, Yes, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.226J_291, Civil And Environmental Engineering, Public Transportation Systems, Prof. Nigel Wilson John Attanucci, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-258j-public-transportation-systems-spring-2010, Graduate, No, No, No, No, Yes, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.227J_37, Civil And Environmental Engineering, Transit Management, Prof. Nigel Wilson, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-259j-transit-management-fall-2006, Graduate, No, No, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.260J_38, Engineering Systems Division, Logistics Systems, Dr. Chris CapliceProf. Yossi Sheffi, http://ocw.mit.edu/courses/engineering-systems-division/esd-260j-logistics-systems-fall-2006, Graduate, No, No, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.264J_165, Civil And Environmental Engineering, Database Internet and Systems Integration Technologies, Dr. George Kocur, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-264j-database-internet-and-systems-integration-technologies-fall-2013, Graduate, No, No, No, No, No, No, No, No, Yes, Yes, Yes, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.267J_41, Sloan School Of Management, Supply Chain Planning, Prof. Stephen GravesProf. David Simchi-Levi, http://ocw.mit.edu/courses/sloan-school-of-management/15-762j-supply-chain-planning-spring-2011, Graduate, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.268J_10c, Sloan School Of Management, Manufacturing System and Supply Chain Design, Prof. David Simchi-LeviProf. Stephen Graves, http://ocw.mit.edu/courses/sloan-school-of-management/15-763j-manufacturing-system-and-supply-chain-design-spring-2005, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.273J_5, Engineering Systems Division, Logistics and Supply Chain Management, Prof. David Simchi-Levi, http://ocw.mit.edu/courses/engineering-systems-division/esd-273j-logistics-and-supply-chain-management-fall-2009, Graduate, No, No, No, No, Yes, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.290_f9, Engineering Systems Division, Special Topics in Supply Chain Management, Prof. Brian SubiranaProf. John WilliamsProf. Sanjay Sarma, http://ocw.mit.edu/courses/engineering-systems-division/esd-290-special-topics-in-supply-chain-management-spring-2005, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, Yes, No, No
ESD.30J_235, Science Technology And Society, Engineering Apollo: The Moon Project as a Complex System, Prof. David MindellDr. Laurence R. Young, http://ocw.mit.edu/courses/science-technology-and-society/sts-471j-engineering-apollo-the-moon-project-as-a-complex-system-spring-2007, Graduate, No, No, No, No, Yes, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.33_36a, Engineering Systems Division, Systems Engineering (Summer 2010), Dr. Qi Van Eikema HommesMr. Pat HaleMr. David Erickson, http://ocw.mit.edu/courses/engineering-systems-division/esd-33-systems-engineering-summer-2010, Graduate, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.33_363, Engineering Systems Division, Systems Engineering (Summer 2004), Prof. Daniel Frey, http://ocw.mit.edu/courses/engineering-systems-division/esd-33-systems-engineering-summer-2004, Graduate, No, No, No, No, Yes, No, No, No, No, No, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.34_14, Engineering Systems Division, System Architecture, Prof. Edward Crawley, http://ocw.mit.edu/courses/engineering-systems-division/esd-34-system-architecture-january-iap-2007, Graduate, No, No, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.342_9e, Engineering Systems Division, Network Representations of Complex Engineering Systems, Dr. Christopher L. MageeDr. Daniel E. WhitneyProf. Joel Moses, http://ocw.mit.edu/courses/engineering-systems-division/esd-342-network-representations-of-complex-engineering-systems-spring-2010, Graduate, Yes, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.342_a7, Engineering Systems Division, Advanced System Architecture, Dr. Daniel E. WhitneyProf. Joel MosesDr. Christopher L. Magee, http://ocw.mit.edu/courses/engineering-systems-division/esd-342-advanced-system-architecture-spring-2006, Graduate, No, No, No, Yes, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.35J_340, Aeronautics And Astronautics, Aircraft Systems Engineering (Fall 2005), Prof. Jeffrey Hoffman, http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-885j-aircraft-systems-engineering-fall-2005, Graduate, Yes, Yes, No, No, No, No, No, No, No, No, Yes, No, No, No, No, Yes, Yes, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.35J_50, Aeronautics And Astronautics, Aircraft Systems Engineering (Fall 2004), Prof. Earll MurmanProf. John HansmanProf. Robert Liebeck Allen Haggerty, http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-885j-aircraft-systems-engineering-fall-2004, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.352J_6c, Aeronautics And Astronautics, Space Systems Engineering, Prof. Edward CrawleyProf. Olivier de Weck, http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-89j-space-systems-engineering-spring-2007, Graduate, No, No, No, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.353J_319, Aeronautics And Astronautics, Space System Architecture and Design, Prof. Daniel Hastings, http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-892j-space-system-architecture-and-design-fall-2004, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.355J_261, Aeronautics And Astronautics, Software Engineering Concepts, Prof. Nancy Leveson, http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-355j-software-engineering-concepts-fall-2005, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.36_b5, Engineering Systems Division, System Project Management, Prof. Olivier de WeckDr. James LyneisProf. Dan Braha, http://ocw.mit.edu/courses/engineering-systems-division/esd-36-system-project-management-fall-2012, Graduate, No, No, Yes, Yes, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.53J_d3, Civil And Environmental Engineering, The Impact of Globalization on the Built Environment, Mr. Derish M. WolffProf. Fred Moavenzadeh, http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-463j-the-impact-of-globalization-on-the-built-environment-fall-2009, Graduate, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No
ESD.57_c9, Engineering Systems Division, Technology-based Business Transformation, Prof. Irving Wladawsky-Berger, http://ocw.mit.edu/courses/engineering-systems-division/esd-57-technology-based-business-transformation-fall-2007, Graduate, No, No, Yes, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, No, Yes, No, No, No, No, No
