id,department,title,instructor,url,level,projects (no examples),image galleries,selected lecture notes,projects and examples,assignments (no solutions),selected video lectures,faculty introduction - video,class competition - video,assignments and solutions,exams and solutions,lecture notes,exams (no solutions),instructor insights,this course at mit,online textbooks,video lectures,demonstration - video,guest lecture - video,subtitles/transcript,images on flickr,special feature - video,field trip - video,tutorial - video,course publicity,recitation videos,audio lectures,selected audio lectures,guest lecture - audio,demonstration - audio,workshop video,special feature - audio,music - audio
CMS.600_26e,Comparative Media Studies Writing,Videogame Theory and Analysis (Fall 2007),Dr. Alice Robison,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-600-videogame-theory-and-analysis-fall-2007"">Course Page</a>",Undergraduate,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.603_162,Comparative Media Studies Writing,American Soap Operas,Sam Ford,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-603-american-soap-operas-spring-2008"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.608_1ea,Comparative Media Studies Writing,Game Design (Spring 2014),Philip B. Tan Richard Eberhardt,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-608-game-design-spring-2014"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
CMS.608_20,Comparative Media Studies Writing,Game Design (Fall 2010),Philip B. Tan Jason Begy,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-608-game-design-fall-2010"">Course Page</a>",Undergraduate,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
CMS.608_11d,Comparative Media Studies Writing,Game Design (Spring 2008),Clara Fernandez-Vara Doris Rusch Jesper Juul Philip B. Tan,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-608-game-design-spring-2008"">Course Page</a>",Undergraduate,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.610_261,Comparative Media Studies Writing,Media Industries and Systems,Dr. Christopher Weaver,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-610-media-industries-and-systems-spring-2006"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
CMS.611J_1c,Comparative Media Studies Writing,Creating Video Games,Philip B. Tan Richard Eberhardt Sara Verrilli Andrew Grant,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-611j-creating-video-games-fall-2014"">Course Page</a>",Undergraduate,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.616J_381,Comparative Media Studies Writing,Games and Culture (Fall 2014),Prof. T.L. Taylor,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-616j-games-and-culture-fall-2014"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.633_95,Comparative Media Studies Writing,Digital Humanities,Dr. Kurt Fendt Andy Kelleher Stuhl(Teaching Assistant),"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-633-digital-humanities-spring-2015"">Course Page</a>",Undergraduate,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.701_1f7,Comparative Media Studies Writing,Current Debates in Media,Dr. Gabrielle Trépanier-Jobin,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-701-current-debates-in-media-spring-2015"">Course Page</a>",Undergraduate,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
CMS.710J_296,Anthropology,The Anthropology of Sound,Prof. Stefan Helmreich,"<a href=""http://ocw.mit.edu/courses/anthropology/21a-360j-the-anthropology-of-sound-spring-2008"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.835_c2,Anthropology,Photography and Truth,Prof. James Howe,"<a href=""http://ocw.mit.edu/courses/anthropology/21a-348-photography-and-truth-spring-2008"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.840_9a,Comparative Media Studies Writing,At the Limit: Violence in Contemporary Representation,Prof. Eugenie Brinkema,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-840-at-the-limit-violence-in-contemporary-representation-fall-2013"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.845J_3bd,Comparative Media Studies Writing,Interactive and Non-Linear Narrative: Theory and Practice (Spring 2004),Dr. Kurt Fendt,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/21w-765j-interactive-and-non-linear-narrative-theory-and-practice-spring-2004"">Course Page</a>",Undergraduate,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.910_3c,Literature,Technologies of Humanism,Dr. Kurt Fendt,"<a href=""http://ocw.mit.edu/courses/literature/21l-708-technologies-of-humanism-spring-2003"">Course Page</a>",Undergraduate,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.930_e8,Global Studies And Languages,Media Education and the Marketplace,Mr. Manish GaudiProf. Shigeru Miyagawa,"<a href=""http://ocw.mit.edu/courses/global-studies-and-languages/21g-034-media-education-and-the-marketplace-fall-2005"">Course Page</a>",Undergraduate,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
CMS.935_79,Comparative Media Studies Writing,Documentary Photography and Photojournalism: Still Images of a World in Motion (Spring 2016),Prof. B. D. Colen,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/21w-749-documentary-photography-and-photojournalism-still-images-of-a-world-in-motion-spring-2016"">Course Page</a>",Undergraduate,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.S61_190,Comparative Media Studies Writing,Special Subject: The Rise of Film Noir,Dr. Martin Marks,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-s61-special-subject-the-rise-of-film-noir-january-iap-2012"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS-W.864_85,Comparative Media Studies Writing,Game Design (Spring 2014),Philip B. Tan Richard Eberhardt,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-608-game-design-spring-2014"">Course Page</a>",Graduate,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
CMS.801_249,Comparative Media Studies Writing,Media in Transition,Prof. Jeffrey S. Ravel,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-801-media-in-transition-fall-2012"">Course Page</a>",Graduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.809_38e,Comparative Media Studies Writing,Transmedia Storytelling: Modern Science Fiction (Spring 2014),Shariann Lewitt,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/21w-763j-transmedia-storytelling-modern-science-fiction-spring-2014"">Course Page</a>",Graduate,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.836J_2da,Urban Studies And Planning,Computer Games and Simulations for Education and Exploration (Spring 2015),Prof. Eric Klopfer,"<a href=""http://ocw.mit.edu/courses/urban-studies-and-planning/11-127j-computer-games-and-simulations-for-education-and-exploration-spring-2015"">Course Page</a>",Graduate,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.845J_27,Comparative Media Studies Writing,Interactive and Non-Linear Narrative: Theory and Practice (Spring 2006),Prof. Beth Coleman,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/21w-765j-interactive-and-non-linear-narrative-theory-and-practice-spring-2006"">Course Page</a>",Graduate,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.874_24b,Global Studies And Languages,Asia in the Modern World: Images & Representations,Prof. John DowerProf. Shigeru Miyagawa,"<a href=""http://ocw.mit.edu/courses/global-studies-and-languages/21g-027-asia-in-the-modern-world-images-representations-spring-2012"">Course Page</a>",Graduate,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.920_cf,Literature,Popular Culture and Narrative: Use and Abuse of the Fairy Tale,Dr. William Donaldson,"<a href=""http://ocw.mit.edu/courses/literature/21l-430-popular-culture-and-narrative-use-and-abuse-of-the-fairy-tale-fall-2015"">Course Page</a>",Graduate,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.920_df,Literature,Popular Culture and Narrative: Serial Storytelling,Prof. James Buzard Elyse Graham,"<a href=""http://ocw.mit.edu/courses/literature/21l-430-popular-culture-and-narrative-serial-storytelling-spring-2013"">Course Page</a>",Graduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.930_1bd,Comparative Media Studies Writing,"Media, Education, and the Marketplace",Prof. Shigeru Miyagawa,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-930-media-education-and-the-marketplace-fall-2001"">Course Page</a>",Graduate,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.951_2e5,Comparative Media Studies Writing,Workshop II: Qualitative Social Science Methods for Media Studies,Prof. Ian CondryProf. T.L. Taylor,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-951-workshop-ii-qualitative-social-science-methods-for-media-studies-spring-2015"">Course Page</a>",Graduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.997_18e,Comparative Media Studies Writing,Topics in Comparative Media: American Pro Wrestling,Sam Ford,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-997-topics-in-comparative-media-american-pro-wrestling-spring-2007"">Course Page</a>",Graduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.998_3d3,Comparative Media Studies Writing,New Media Literacies,Dr. Alice Robison,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-998-new-media-literacies-spring-2007"">Course Page</a>",Graduate,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CMS.998_347,Comparative Media Studies Writing,Videogame Theory and Analysis (Fall 2006),Dr. Alice Robison,"<a href=""http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-998-videogame-theory-and-analysis-fall-2006"">Course Page</a>",Graduate,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CC.S10_b5,Concourse,History and Philosophy of Mechanics: Newton's Principia Mathematica,Adam Schulman,"<a href=""http://ocw.mit.edu/courses/concourse/cc-s10-history-and-philosophy-of-mechanics-newtons-principia-mathematica-fall-2011"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.000_31e,Earth Atmospheric And Planetary Sciences,Solving Complex Problems (Fall 2009),Prof. Samuel Bowring,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-000-solving-complex-problems-fall-2009"">Course Page</a>",Undergraduate,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.000_19e,Earth Atmospheric And Planetary Sciences,Solving Complex Problems (Fall 2003),Prof. Kip HodgesProf. Rafael Bras,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-000-solving-complex-problems-fall-2003"">Course Page</a>",Undergraduate,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.001_1e7,Earth Atmospheric And Planetary Sciences,Introduction to Geology,Prof. Taylor PerronProf. Oliver Jagoutz,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-001-introduction-to-geology-fall-2013"">Course Page</a>",Undergraduate,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.002_191,Earth Atmospheric And Planetary Sciences,Physics and Chemistry of the Terrestrial Planets,Prof. Benjamin WeissProf. Leigh Royden,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-002-physics-and-chemistry-of-the-terrestrial-planets-fall-2008"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.003_33a,Earth Atmospheric And Planetary Sciences,"Atmosphere, Ocean and Climate Dynamics",Prof. Raffaele Ferrari,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-003-atmosphere-ocean-and-climate-dynamics-fall-2008"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.005_3b5,Earth Atmospheric And Planetary Sciences,"Applications of Continuum Mechanics to Earth, Atmospheric, and Planetary Sciences",Prof. Bradford Hager,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-005-applications-of-continuum-mechanics-to-earth-atmospheric-and-planetary-sciences-spring-2006"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.006J_f6,Mathematics,Nonlinear Dynamics I: Chaos,Lyubov Chumakova,"<a href=""http://ocw.mit.edu/courses/mathematics/18-353j-nonlinear-dynamics-i-chaos-fall-2012"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.007_189,Earth Atmospheric And Planetary Sciences,Geobiology,Prof. Roger SummonsProf. Tanja Bosak,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-007-geobiology-spring-2013"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.009J_29f,Earth Atmospheric And Planetary Sciences,Theoretical Environmental Analysis,Prof. Daniel Rothman,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-009j-theoretical-environmental-analysis-spring-2015"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.010_104,Earth Atmospheric And Planetary Sciences,Computational Methods of Scientific Programming,Prof. Thomas HerringDr. Chris Hill,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-010-computational-methods-of-scientific-programming-fall-2011"">Course Page</a>",Undergraduate,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.085_2b,Earth Atmospheric And Planetary Sciences,Seminar in Environmental Science,Prof. Daniel Rothman,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-085-seminar-in-environmental-science-spring-2008"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.086_3d9,Earth Atmospheric And Planetary Sciences,Modeling Environmental Complexity,Prof. Daniel Rothman,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-086-modeling-environmental-complexity-fall-2014"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.090_2f3,Earth Atmospheric And Planetary Sciences,The Environment of the Earth's Surface,Prof. John Southard,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-090-the-environment-of-the-earths-surface-spring-2007"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.090_389,Earth Atmospheric And Planetary Sciences,"Introduction to Fluid Motions, Sediment Transport, and Current-Generated Sedimentary Structures",Prof. John Southard,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-090-introduction-to-fluid-motions-sediment-transport-and-current-generated-sedimentary-structures-fall-2006"">Course Page</a>",Undergraduate,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.091_cb,Earth Atmospheric And Planetary Sciences,"Basics of Impact Cratering & Geological, Geophysical, Geochemical, Environmental Studies of Some Impact Craters of the Earth",Dr. Ila Pillalamarri(Dr. P. Ila),"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-091-basics-of-impact-cratering-geological-geophysical-geochemical-environmental-studies-of-some-impact-craters-of-the-earth-january-iap-2008"">Course Page</a>",Undergraduate,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.091_321,Earth Atmospheric And Planetary Sciences,Radon Research in Multidisciplines: A Review,Dr. Ila Pillalamarri(Dr. P. Ila),"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-091-radon-research-in-multidisciplines-a-review-january-iap-2007"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.091_3e5,Earth Atmospheric And Planetary Sciences,Medical Geology/Geochemistry: An Exposure,Dr. Ila Pillalamarri(Dr. P. Ila),"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-091-medical-geology-geochemistry-an-exposure-january-iap-2006"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.091_db,Earth Atmospheric And Planetary Sciences,"Trace Element Analysis of Geological, Biological & Environmental Materials by Neutron Activation Analysis: An Exposure",Dr. Ila Pillalamarri(Dr. P. Ila),"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-091-trace-element-analysis-of-geological-biological-environmental-materials-by-neutron-activation-analysis-an-exposure-january-iap-2005"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.097_2ac,Earth Atmospheric And Planetary Sciences,Chemical Investigations of Boston Harbor,Dr. Elizabeth KujawinskiProf. Franz HoverDr. Sheri White,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-097-chemical-investigations-of-boston-harbor-january-iap-2006"">Course Page</a>",Undergraduate,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.103_1aa,Earth Atmospheric And Planetary Sciences,Science and Policy of Natural Hazards,Prof. Kerry EmanuelProf. Stephane Rondenay Jane Connor,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-103-science-and-policy-of-natural-hazards-spring-2010"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.108_ea,Earth Atmospheric And Planetary Sciences,Structure of Earth Materials,Prof. J. EvansProf. Timothy Grove,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-108-structure-of-earth-materials-fall-2004"">Course Page</a>",Undergraduate,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.109_47,Earth Atmospheric And Planetary Sciences,Petrology,Prof. Timothy Grove,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-109-petrology-fall-2005"">Course Page</a>",Undergraduate,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.110_3a9,Earth Atmospheric And Planetary Sciences,Sedimentary Geology (Spring 2007),Prof. John Southard,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-110-sedimentary-geology-spring-2007"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.110_6e,Earth Atmospheric And Planetary Sciences,Sedimentary Geology (Fall 2004),Prof. David Mohrig,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-110-sedimentary-geology-fall-2004"">Course Page</a>",Undergraduate,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.113_1f2,Earth Atmospheric And Planetary Sciences,Structural Geology,Prof. B. Clark Burchfiel Christopher Studnicki-Gizbert(Teaching Assistant and Laboratory Instructor),"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-113-structural-geology-fall-2005"">Course Page</a>",Undergraduate,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.114_cd,Earth Atmospheric And Planetary Sciences,Field Geology I,Ben Crosby(Teaching Assistant and Laboratory Instructor)Prof. B. Clark Burchfiel,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-114-field-geology-i-fall-2005"">Course Page</a>",Undergraduate,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.119_3b0,Earth Atmospheric And Planetary Sciences,Analytical Techniques for Studying Environmental and Geologic Samples,Prof. Samuel BowringProf. Edward BoyleDr. Nilanjan ChatterjeeDr. Francis Dudas,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-119-analytical-techniques-for-studying-environmental-and-geologic-samples-spring-2011"">Course Page</a>",Undergraduate,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.141_165,Earth Atmospheric And Planetary Sciences,Electron Microprobe Analysis,Dr. Nilanjan Chatterjee,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-141-electron-microprobe-analysis-january-iap-2012"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.158_22c,Earth Atmospheric And Planetary Sciences,Molecular Biogeochemistry,Prof. Roger SummonsDr. Florence SchubotzDr. Julio SepulvedaDr. Paula Welander,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-158-molecular-biogeochemistry-fall-2011"">Course Page</a>",Undergraduate,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.163_f4,Earth Atmospheric And Planetary Sciences,Surface Processes and Landscape Evolution,Ben Crosby(Teaching Assistant and Laboratory Instructor)Prof. Kelin Whipple,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-163-surface-processes-and-landscape-evolution-fall-2004"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.201_1bb,Earth Atmospheric And Planetary Sciences,Essentials of Geophysics,Prof. Robert Van Der Hilst,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-201-essentials-of-geophysics-fall-2004"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.215_11a,Earth Atmospheric And Planetary Sciences,Modern Navigation,Prof. Thomas Herring,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-215-modern-navigation-fall-2006"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.307_de,Earth Atmospheric And Planetary Sciences,Weather and Climate Laboratory,Prof. John MarshallDr. Lodovica Illari,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-307-weather-and-climate-laboratory-spring-2009"">Course Page</a>",Undergraduate,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.333_1eb,Earth Atmospheric And Planetary Sciences,Atmospheric and Ocean Circulations,Prof. R. Alan Plumb,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-333-atmospheric-and-ocean-circulations-spring-2004"">Course Page</a>",Undergraduate,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12.335_3fa,Earth Atmospheric And Planetary Sciences,Experimental Atmospheric Chemistry,Prof. Ronald G PrinnProf. Shuhei OnoDr. Karin Ardon Dryer,"<a href=""http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-335-experimental-atmospheric-chemistry-fall-2014"">Course Page</a>",Undergraduate,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
